"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"5621",78.3244715134268,-0.751715371172568,0.216538698872666,-3.47150590211411,0.000517547954529828,0.00123205003292854,"PRNP","5621","prion protein (Kanno blood group)"
"11912",478.516320143962,0.302042336174535,0.0870425655746608,3.47005323407498,0.00052035522145373,0.00123853282522369,NA,"11912",NA
"15013",28.7689663826672,-1.17457480147119,0.338505250038648,-3.46988651235717,0.000520678315853769,0.00123910173083366,NA,"15013",NA
"18376",179.569231302161,-0.5080984864703,0.146491851112492,-3.46844198234704,0.000523485546927093,0.00124558120610454,NA,"18376",NA
"4953",138.607658713922,0.559307565961778,0.161322673744823,3.46701150544083,0.000526279362836145,0.00125202667465361,"ODC1","4953","ornithine decarboxylase 1"
"11706",73.875897092101,-0.726523352817134,0.209620979385377,-3.46589046071319,0.000528478542338283,0.00125705564186275,NA,"11706",NA
"9942",1187.94375761875,0.222126212168188,0.0640965690393017,3.46549301308138,0.000529260278717505,0.00125871195542014,"XYLB","9942","xylulokinase"
"6681",235.141455656899,0.449964629247115,0.129866704897549,3.46481902041089,0.000530588412760192,0.00126166699374955,NA,"6681",NA
"5520",2074.20982274116,0.181739021830273,0.0525290665474904,3.45978015173689,0.000540616580685937,0.00128530523732043,"PPP2R2A","5520","protein phosphatase 2 regulatory subunit Balpha"
"13490",17.901794663133,1.56524339208369,0.452475758238183,3.45928674318004,0.00054160797836757,0.00128745457825504,NA,"13490",NA
"12762",136.24510528712,-0.529749402855438,0.153159043671757,-3.45881895156496,0.000542549468300724,0.00128948460954944,NA,"12762",NA
"16456",1554.91221077514,-0.198895628110049,0.0575393446282196,-3.45668914714233,0.000546855275483892,0.00129950871494382,NA,"16456",NA
"4942",706.063374526068,0.256332453742314,0.074174755962543,3.45579099541301,0.000548680586363905,0.0013036360602662,"OAT","4942","ornithine aminotransferase"
"16841",18.6977379830897,-1.48426079048703,0.429512128101547,-3.45569005710617,0.000548886077345003,0.00130391408896045,NA,"16841",NA
"1100",1641.1730245869,0.233197582864314,0.0674894819126948,3.45531742510606,0.000549645305456968,0.00130550725412164,NA,"1100",NA
"13017",1804.62653033129,-0.189058328868698,0.0547208204878394,-3.45496151525565,0.000550371375925676,0.00130684993181109,NA,"13017",NA
"6739",199.464134389941,0.487571836293897,0.141122550736774,3.45495339864803,0.000550387944548206,0.00130684993181109,"SSAV1","6739","simian sarcoma-associated virus 1/gibbon ape leukemia virus-related endogenous retroviral element 1"
"15582",248.935306653617,-0.40045402700224,0.115913908011171,-3.45475391066658,0.000550795310142402,0.0013076065207601,NA,"15582",NA
"9410",336.211059349782,0.372213438728367,0.107771554932946,3.45372616141571,0.000552898485992805,0.00131238812796939,"SNRNP40","9410","small nuclear ribonucleoprotein U5 subunit 40"
"10516",24.720248560763,1.46205345298134,0.423402656117046,3.45310411226416,0.000554175072700145,0.00131520647688482,"FBLN5","10516","fibulin 5"
"11929",143.260536254765,0.519841783663615,0.150552762170042,3.45288771969842,0.000554619802871555,0.00131605001686057,NA,"11929",NA
"11990",737.724774913446,-0.25815337165382,0.0747763270160384,-3.45234089390951,0.00055574512156063,0.00131850798479726,NA,"11990",NA
"11470",1342.98648717127,-0.201225553853751,0.0582897871437724,-3.45215798022089,0.000556122016038384,0.00131918980723865,NA,"11470",NA
"19035",157.979834798149,0.55168109029103,0.159825848965441,3.45176386587078,0.000556934899687058,0.00132090546372511,NA,"19035",NA
"8384",160.363212949565,0.515814852036154,0.149468577166545,3.45099191960201,0.000558530291228486,0.00132447617572412,"OR1D3P","8384","olfactory receptor family 1 subfamily D member 3 pseudogene"
"11872",942.715078928059,0.246175748689339,0.0713482628052216,3.45033977016918,0.000559881412989125,0.00132746658053953,NA,"11872",NA
"5505",1001.31752288427,-0.228583300737772,0.0662597836032766,-3.44980451651321,0.000560992624240941,0.00132988729227328,NA,"5505",NA
"3587",513.103206506618,-0.286573711088262,0.0830724184153885,-3.44968542573665,0.000561240141368141,0.00133026008418843,"IL10RA","3587","interleukin 10 receptor subunit alpha"
"16618",346.826872292178,-0.355402186006043,0.103095412984879,-3.44731327724706,0.000566191632013353,0.00134171936915871,NA,"16618",NA
"10538",14.8309887753323,-1.72643247411678,0.500809742168072,-3.44728212882366,0.000566256919267689,0.00134171936915871,"BATF","10538","basic leucine zipper ATF-like transcription factor"
"7307",123.556538876418,0.580681976636539,0.168463684954986,3.44692671771781,0.000567002359302859,0.0013432696948088,"U2AF1","7307","U2 small nuclear RNA auxiliary factor 1"
"11165",50.2038418840156,0.895260301541486,0.259745857264567,3.44667788341128,0.000567524808706578,0.00134429132605554,"NUDT3","11165","nudix hydrolase 3"
"3879",78.8339812729996,0.749694676862074,0.217527661042421,3.44643376970745,0.000568037782385961,0.00134529018749868,"KRT18P1","3879","keratin 18 pseudogene 1"
"17357",8.94723195623996,2.41921258920569,0.70198370515816,3.44625177397904,0.00056842050401483,0.00134598030015594,NA,"17357",NA
"14027",63.7148694899663,0.771884142198188,0.224064058946296,3.44492617793376,0.000571215372999243,0.00135238107104624,NA,"14027",NA
"1351",4995.96438354932,-0.154771575486793,0.0449310632970094,-3.44464528835432,0.000571809237526527,0.00135356963422196,"COX8A","1351","cytochrome c oxidase subunit 8A"
"2091",10.1619789404487,2.2352510082271,0.648945205886444,3.44443720047797,0.00057224955333969,0.00135439439812435,"FBL","2091","fibrillarin"
"16951",524.065202980661,-0.293510099533133,0.0852183978153774,-3.44421048808043,0.000572729638171136,0.0013553130069631,NA,"16951",NA
"14886",24.0110154523675,1.31853035981303,0.382940788933854,3.44317032271218,0.000574937097700779,0.001360286552197,NA,"14886",NA
"2337",120.386834543239,-0.565659643815967,0.164286307218285,-3.44313323120949,0.000575015960115843,0.001360286552197,NA,"2337",NA
"570",263.691639830357,0.395253580480426,0.114870707214213,3.44085615964174,0.000579876710108469,0.00137156523087444,"BAAT","570","bile acid-CoA:amino acid N-acyltransferase"
"5260",134.949561477551,-0.526913588730902,0.153163073206939,-3.4402129553707,0.000581256639278252,0.00137460852851137,"PHKG1","5260","phosphorylase kinase catalytic subunit gamma 1"
"1782",45.7683607159811,-0.953673598630825,0.277290246549364,-3.43926124520593,0.000583304045913383,0.00137922910776054,NA,"1782",NA
"12829",1083.83904406105,0.227838871027843,0.0662474915053663,3.43920752092759,0.000583419822501172,0.00137928157587781,NA,"12829",NA
"14499",1065.31209610446,0.255085497152079,0.0741947922242183,3.43805123655047,0.000585916823142488,0.00138496265268227,NA,"14499",NA
"9138",272.581539117416,-0.382088454254391,0.111154867791751,-3.43744238867016,0.000587235627704103,0.00138785738952904,"ARHGEF1","9138","Rho guanine nucleotide exchange factor 1"
"18838",259.178325079436,0.409268769468174,0.119117008682849,3.43585499664334,0.000590687029195212,0.00139579051407392,NA,"18838",NA
"18674",66.9290630626288,0.780503912724524,0.227190580155679,3.43545895340245,0.000591551068251137,0.00139760815067093,NA,"18674",NA
"15593",136.326477215403,0.546985176987845,0.159254557335584,3.43465949194301,0.000593298821890312,0.00140151274836022,NA,"15593",NA
"10911",3707.36156166007,-0.147184013684503,0.0428698876673219,-3.43327266977413,0.000596342048049468,0.00140847581797325,"UTS2","10911","urotensin 2"
"8337",477.460136756607,-0.30022190590695,0.0874465819706963,-3.43320343850096,0.000596494348443228,0.00140860979127645,"H2AC18","8337","H2A clustered histone 18"
"18593",108.508835174974,0.613299613413563,0.178743768161742,3.43116641056038,0.000600991800225248,0.00141900306820245,NA,"18593",NA
"3909",706.367785480544,-0.256905321194097,0.0748802891618655,-3.43088046359911,0.000601625648361906,0.00142027211365654,"LAMA3","3909","laminin subunit alpha 3"
"14267",284.908301338238,0.376824382911523,0.1098408038845,3.43064116052685,0.000602156580870459,0.00142129783614171,NA,"14267",NA
"5194",324.171965332558,-0.385684304116226,0.112461511120957,-3.4294782301245,0.000604742944292094,0.00142717398126131,"PEX13","5194","peroxisomal biogenesis factor 13"
"17112",576.0007940111,0.307135335565413,0.0895635310011633,3.42924549905725,0.000605261779399535,0.0014281697253907,NA,"17112",NA
"4998",208.921613948483,0.449038431233352,0.130954475357075,3.42896590596812,0.000605885633354799,0.00142941291249928,"ORC1","4998","origin recognition complex subunit 1"
"12276",552.68280236891,-0.2775844601826,0.0810355107745213,-3.42546690370064,0.000613743704120695,0.00144772002422068,NA,"12276",NA
"4679",5.77137993126952,-4.13630031848123,1.20806013258925,-3.42391922959651,0.000617249637984728,0.00145575694745062,NA,"4679",NA
"3294",272.320918263797,0.384877237871394,0.112420798643896,3.4235412175867,0.000618108772612021,0.00145754993452096,"HSD17B2","3294","hydroxysteroid 17-beta dehydrogenase 2"
"1028",35.727993775215,-1.02317700873613,0.299667737918754,-3.41437158314833,0.000639293221333694,0.001507263397219,"CDKN1C","1028","cyclin dependent kinase inhibitor 1C"
"1074",127.35503720816,-0.54036142090873,0.158288473461577,-3.41377618402454,0.000640691847633386,0.00151031932988177,"CFL1P5","1074","cofilin 1 pseudogene 5"
"6638",247.57618573579,-0.39810832181791,0.116622623351961,-3.41364574364308,0.000640998639309222,0.00151080088695655,"SNRPN","6638","small nuclear ribonucleoprotein polypeptide N"
"2760",188.622417466968,-0.478943486036719,0.140354235402194,-3.41239068891846,0.000643957478806711,0.00151753203112461,"GM2A","2760","ganglioside GM2 activator"
"12697",2931.25765066365,-0.157811674796781,0.0462489898484475,-3.41221884659343,0.000644363590962339,0.00151824629953684,NA,"12697",NA
"17372",514.915351345924,0.288854027854031,0.0846758577609485,3.41129142936473,0.000646559455898147,0.00152317667215903,NA,"17372",NA
"12537",40.5696950175102,-1.02798059604693,0.301352743763079,-3.41122029688611,0.000646728164787478,0.00152333062052707,NA,"12537",NA
"19112",1062.73265798094,-0.221807110521495,0.0650312819295443,-3.41077561352402,0.000647783773619867,0.00152557322716676,NA,"19112",NA
"17744",93.2501744191635,0.648522654500867,0.190146791027845,3.41064212020227,0.000648100978507785,0.0015260764053759,NA,"17744",NA
"12425",953.622426672207,0.269133962189118,0.0789356026677493,3.40953832102783,0.000650729351008555,0.00153202063501024,NA,"12425",NA
"3316",76.5627000763308,-0.700090550269468,0.205453330811001,-3.4075405227355,0.000655511743379038,0.00154303339305546,"HSPB2","3316","heat shock protein family B (small) member 2"
"8060",490.303087433324,-0.306317080733926,0.0899218589108963,-3.40648074276863,0.000658061926082589,0.00154878899179259,NA,"8060",NA
"12917",6929.82657948106,0.131192974989751,0.0385188265218725,3.40594423132943,0.000659356465416034,0.00155158799094707,NA,"12917",NA
"8001",1489.05655047414,0.209600523372959,0.0615755922790357,3.40395464526161,0.00066417780564838,0.00156268398781064,"GLRA3","8001","glycine receptor alpha 3"
"14715",310.954023278269,0.354555384904837,0.104190615172675,3.40294933778087,0.000666626402356874,0.0015681947195428,NA,"14715",NA
"3171",1085.26707896143,0.211895692021655,0.0622791431425291,3.40235400375885,0.000668080393426058,0.00157136432146716,"FOXA3","3171","forkhead box A3"
"9797",646.357771194747,-0.269839469162231,0.0793265755671292,-3.40162760377677,0.000669858482027574,0.00157529508666386,"TATDN2","9797","TatD DNase domain containing 2"
"18052",1440.69744637869,-0.191896162826667,0.0564253022164148,-3.40088852498591,0.000671672120822544,0.0015793081870904,NA,"18052",NA
"7716",2633.66729280192,0.487495610470741,0.143375950150049,3.40012121949711,0.000673559854932036,0.00158349420034907,"VEZF1","7716","vascular endothelial zinc finger 1"
"7704",252.414681126546,-0.404265868746967,0.118903923333392,-3.39993717123576,0.000674013385508125,0.00158430769946073,"ZBTB16","7704","zinc finger and BTB domain containing 16"
"11767",1485.44182844637,0.189388391016054,0.0557279173775163,3.39844731201931,0.000677695151715177,0.00159270788486338,NA,"11767",NA
"804",412.592434233715,-0.348776706768264,0.102641451059875,-3.39801028889203,0.000678778672102178,0.00159500001107173,"CALM1P2","804","calmodulin 1 pseudogene 2"
"13092",241.681427441952,-0.399772546786519,0.117653536247486,-3.39787956688009,0.000679103086625038,0.00159550793729951,NA,"13092",NA
"9925",400.422011068125,-0.342591294529049,0.100852507491845,-3.39695366083734,0.000681405048995374,0.00160066107939015,"ZBTB5","9925","zinc finger and BTB domain containing 5"
"795",175.655345460537,-0.479327825248507,0.141145370906125,-3.39598686213596,0.000683816417051827,0.0016060695385673,"S100G","795","S100 calcium binding protein G"
"16354",54.0302995679506,-0.845307098046035,0.2489830962406,-3.3950381002138,0.000686190507588396,0.00161138873499646,NA,"16354",NA
"6824",11014.3569361783,-0.54828818734652,0.161530736343468,-3.39432729496557,0.00068797417580577,0.00161531996224716,"ETF1P1","6824","eukaryotic translation termination factor 1 pseudogene 1"
"950",1099.76163455952,0.213783016930889,0.0630018726987062,3.39328035458983,0.000690609178458453,0.00162124849826707,"SCARB2","950","scavenger receptor class B member 2"
"13166",864.780316051203,0.24075200563955,0.0709792506136706,3.39186457391509,0.000694187421588008,0.00162938910962957,NA,"13166",NA
"13881",52.5479672447452,-0.843013179763147,0.248672023516571,-3.39006040101238,0.000698772257493584,0.00163988941575485,NA,"13881",NA
"14719",73.6570101021803,-0.700073780948048,0.206549267799346,-3.38937914622936,0.000700510796562997,0.00164370770892301,NA,"14719",NA
"15258",2015.37637370619,0.175714384800474,0.0518491189046756,3.38895604231046,0.000701592565985411,0.00164598396012305,NA,"15258",NA
"14022",448.45601023978,0.312916041017672,0.0923522682728134,3.38828755232412,0.000703304889822553,0.0016497385749172,NA,"14022",NA
"15539",216.558418195118,-0.430067695262819,0.126968769637795,-3.38719274424472,0.000706117609498198,0.00165607277670026,NA,"15539",NA
"13773",38.3230619092254,-1.04246385468016,0.307794213958595,-3.38688580682804,0.000706908049941093,0.00165766282259854,NA,"13773",NA
"11716",920.665794036169,-0.224182112556719,0.0662219206367999,-3.38531577460983,0.000710964149690776,0.00166690894657058,NA,"11716",NA
"8884",16.7759264497331,-1.55936806890115,0.460717030146443,-3.38465471616165,0.000712678421761314,0.00167066241131195,"SLC5A6","8884","solute carrier family 5 member 6"
"11579",21.1866419115892,1.37641414692402,0.406755555930123,3.38388530127533,0.000714678522397394,0.0016750846156318,NA,"11579",NA
"4570",108.532937131781,0.590060945024137,0.174398462154946,3.38340681295625,0.000715924985753589,0.00167773929719135,"MT-TN","4570","tRNA-Asn"
"12971",3635.5624254417,0.163020988258675,0.0481885960332449,3.38297858161727,0.000717042241972254,0.00168009039144469,NA,"12971",NA
"13970",245.944911351272,0.396956341774519,0.117353107120529,3.38258058533398,0.000718082067074276,0.00168225933945965,NA,"13970",NA
"3551",618.073554589357,-0.262980219364963,0.0777912995711658,-3.38058652850221,0.000723312966049587,0.00169424451583579,"IKBKB","3551","inhibitor of nuclear factor kappa B kinase subunit beta"
"16404",332.025626134443,0.345900507015228,0.10236488191819,3.37909349899579,0.000727252698900719,0.00170320201436498,NA,"16404",NA
"2311",29.4361599217314,-1.12914812166461,0.334168578895926,-3.37897753701217,0.000727559526439324,0.00170364987300012,"FOXO1B","2311","forkhead box O1B (pseudogene)"
"11247",59.3331488664227,-0.8033420187613,0.237775914858788,-3.3785676704825,0.000728644969371014,0.00170592050176172,"NXPH4","11247","neurexophilin 4"
"9196",757.153949082895,-0.257191444595398,0.0761457112090106,-3.3776221997512,0.000731154584161998,0.00171152418382775,"KCNAB3","9196","potassium voltage-gated channel subfamily A regulatory beta subunit 3"
"1552",572.55910165066,0.273405833942679,0.0809595302656963,3.37706793808468,0.000732629521964007,0.00171470444572106,NA,"1552",NA
