"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"12732",445.333541495212,-0.101906499759989,0.0906719658033592,-1.12390305930936,0.261054153341654,0.362212023342996,NA,"12732",NA
"14908",29.5666015079022,-0.372697839277535,0.331629563065326,-1.12383780213262,0.261081841430176,0.362213991408059,NA,"14908",NA
"1178",1533.15428760131,-0.0624311650763663,0.0555544234881058,-1.12378387095913,0.26110472552037,0.362213991408059,"CLC","1178","Charcot-Leyden crystal galectin"
"18994",75.5982565532709,0.242954512359749,0.216275912855604,1.12335446491425,0.261286980697027,0.362300106912467,NA,"18994",NA
"4024",0.610395740547245,2.65565024300409,2.36410477384806,1.12332172092419,0.261300882017695,0.362300106912467,NA,"4024",NA
"14641",0.610395740547245,2.65565024300409,2.36410477384806,1.12332172092419,0.261300882017695,0.362300106912467,NA,"14641",NA
"17286",0.610395740547245,2.65565024300409,2.36410477384806,1.12332172092419,0.261300882017695,0.362300106912467,NA,"17286",NA
"17611",0.610395740547245,2.65565024300409,2.36410477384806,1.12332172092419,0.261300882017695,0.362300106912467,NA,"17611",NA
"1256",12.6605607517934,-0.568732573591031,0.506333246633244,-1.1232376648634,0.261336569999205,0.362300106912467,NA,"1256",NA
"14579",152.403071975463,-0.165115069849732,0.146999940715149,-1.1232322206829,0.261338881570528,0.362300106912467,NA,"14579",NA
"13755",522.058716240007,-0.0944709231027068,0.0841714982481193,-1.12236238000929,0.26170839305752,0.362766171772204,NA,"13755",NA
"5317",3.44989457810711,-1.08279909545327,0.964782158190508,-1.12232495829329,0.261724298035951,0.362766171772204,"PKP1","5317","plakophilin 1"
"9428",742.57813445591,-0.082680562555143,0.0736745987746875,-1.12223973975071,0.261760520115243,0.362769620899203,NA,"9428",NA
"7603",4.83180370903398,-0.968722867204214,0.863232962249038,-1.1222032864458,0.261776015623763,0.362769620899203,NA,"7603",NA
"10853",602.716028185009,0.0882196494427477,0.0786589271461459,1.12154656367024,0.262055282802284,0.363122485703278,NA,"10853",NA
"8175",20.8301704767079,0.461393421509702,0.411464947162908,1.12134320235796,0.262141802628753,0.363202526747318,"SF3A2","8175","splicing factor 3a subunit 2"
"10794",112.255587090612,-0.194776981893247,0.173707178245544,-1.12129495085068,0.262162334070971,0.363202526747318,"ZNF460","10794","zinc finger protein 460"
"6984",115.675077274005,0.199663550955639,0.178262450963078,1.12005388614899,0.262690799826817,0.363890706334612,"TRGV10","6984","T cell receptor gamma variable 10 (non-functional)"
"1893",7.76483795637052,-0.722737401543051,0.64529406728407,-1.12001246902041,0.262708448595486,0.363890706334612,"ECM1","1893","extracellular matrix protein 1"
"2365",1112.85129282199,0.076911099197657,0.0687601371129839,1.1185419696194,0.263335592027673,0.364725115619194,"FRA1F","2365","fragile site, aphidicolin type, common, fra(1)(q21)"
"3647",545.378296419738,0.0931208107739631,0.0832657783204586,1.11835633620785,0.263414834959237,0.364800586133174,"EIF3EP1","3647","EIF3E pseudogene 1"
"8051",1.78367160377735,-1.56571107047892,1.40027274737739,-1.11814721339924,0.263504124719295,0.364856668405733,NA,"8051",NA
"3220",0.535208024247984,-2.62536492993591,2.34857227921284,-1.11785570883764,0.263628624090966,0.364856668405733,"HOXC@","3220","homeobox C cluster"
"11926",0.535208024247984,-2.62536492993591,2.34857227921284,-1.11785570883764,0.263628624090966,0.364856668405733,NA,"11926",NA
"12554",0.535208024247984,-2.62536492993591,2.34857227921284,-1.11785570883764,0.263628624090966,0.364856668405733,NA,"12554",NA
"15263",0.535208024247984,-2.62536492993591,2.34857227921284,-1.11785570883764,0.263628624090966,0.364856668405733,NA,"15263",NA
"16661",0.535208024247984,-2.62536492993591,2.34857227921284,-1.11785570883764,0.263628624090966,0.364856668405733,NA,"16661",NA
"19550",0.535208024247984,-2.62536492993591,2.34857227921284,-1.11785570883764,0.263628624090966,0.364856668405733,NA,"19550",NA
"19625",408.900031810642,0.104067141218869,0.0931238462772485,1.1175133478598,0.263774895661683,0.36502482744243,NA,"19625",NA
"18161",190.783250097589,-0.146582828752154,0.131183946268264,-1.11738389430975,0.263830218458748,0.36506710728054,NA,"18161",NA
"19404",1.36442707106227,-1.80056386081513,1.61203286979873,-1.11695232432818,0.26401471044664,0.365288096372755,NA,"19404",NA
"1922",793.014745015888,-0.0785978850150405,0.0704045904886234,-1.11637443623426,0.264261891317459,0.36559577154198,NA,"1922",NA
"16855",182.426240808072,0.152184834870277,0.136350835168923,1.11612689927228,0.264367819440916,0.365707989761612,NA,"16855",NA
"5394",19.8075703848743,-0.445728258032768,0.399434582882235,-1.11589801467987,0.264465791728516,0.365809182402146,"EXOSC10","5394","exosome component 10"
"16664",6.40703791165342,0.792878151979267,0.710605880640179,1.11577763930826,0.26451732752155,0.365846131101032,NA,"16664",NA
"15486",2.29189464429488,-1.35410384546005,1.21378932596271,-1.11560039003148,0.264593225097323,0.365916763768823,NA,"15486",NA
"11116",216.744651961497,-0.13697232233105,0.122848985049107,-1.11496503024666,0.264865407467003,0.366258807961032,"CEP43","11116","centrosomal protein 43"
"3230",143629.971423282,-0.0418989531890076,0.0376316878734428,-1.11339553330469,0.265538592513738,0.367155246877518,"HOXD@","3230","homeobox D cluster"
"5216",134.626246168992,0.174335556404427,0.156671939435201,1.11274269682818,0.265818952348777,0.367508416483703,"PFN1","5216","profilin 1"
"14588",25.9200555779773,0.385993504880338,0.347162027217931,1.11185404686564,0.26620090942493,0.367997391727625,NA,"14588",NA
"16177",0.572594385023951,-2.70309200696857,2.43126735592455,-1.11180368558876,0.266222566874741,0.367997391727625,NA,"16177",NA
"9398",1.03429569366274,2.09511358508792,1.88471508727503,1.11163411341769,0.266295498897784,0.368063684024715,"CD101","9398","CD101 molecule"
"14421",652.175813445899,0.0841059592708876,0.0756641613588317,1.11156930520939,0.266323376169806,0.368067696735802,NA,"14421",NA
"17867",197.491158660936,0.148811308364424,0.133973304355337,1.11075343763808,0.26667449366406,0.368518395463752,NA,"17867",NA
"12163",5.74688143274698,0.823037374316997,0.74114914178794,1.11048819719538,0.266788711343169,0.368641667708197,NA,"12163",NA
"6612",1123.80442849309,0.0675963393540661,0.0608764167831616,1.11038630270964,0.2668325980307,0.368667744424529,"SUMO3","6612","small ubiquitin like modifier 3"
"17942",47.9584092151784,0.287635214747518,0.259065662633641,1.11027919263187,0.266878736464705,0.368675149024586,NA,"17942",NA
"19258",126.583462743705,-0.182281101372614,0.164179089737378,-1.1102577171319,0.266887987850679,0.368675149024586,NA,"19258",NA
"10195",6.89646375373171,-0.771365668291707,0.695175152204848,-1.10959902097365,0.267171853347333,0.369032687407028,"ALG3","10195","ALG3 alpha-1,3- mannosyltransferase"
"9721",97.1464711496609,-0.204997822676216,0.184772834340002,-1.10945866803666,0.26723236535069,0.369081679368238,"GPRIN2","9721","G protein regulated inducer of neurite outgrowth 2"
"14365",906.72216653882,0.0785909860643151,0.0708596871167497,1.10910715615816,0.267383958133218,0.369256444430975,NA,"14365",NA
"17375",0.920195656487876,-2.24039394790814,2.02099528646141,-1.10855970962252,0.267620167288656,0.369548020753322,NA,"17375",NA
"8666",6.05093730358573,0.810847663297149,0.731691820931568,1.10818194231665,0.267783247817031,0.369738570950665,"EIF3G","8666","eukaryotic translation initiation factor 3 subunit G"
"1162",273.854394665818,0.12452183828247,0.112414676756366,1.10770089703094,0.267991011848076,0.369990775889175,NA,"1162",NA
"18632",365.578800185023,-0.10770208615256,0.0972597338461323,-1.1073656270019,0.268135880857259,0.370156108287213,NA,"18632",NA
"12165",1650.12479291768,-0.06449311039229,0.0583211594383048,-1.10582695909045,0.26880142390472,0.3710401222729,NA,"12165",NA
"11039",178.002245718695,-0.153413472661425,0.138758854043106,-1.10561213350585,0.268894435787307,0.371133751136292,"GUSBP14","11039","GUSB pseudogene 14"
"7208",1.01505145854888,2.07194144045553,1.87493042727253,1.10507643927332,0.269126468691697,0.371419224232441,"TRL-TAG1-1","7208","tRNA-Leu (anticodon TAG) 1-1"
"1716",9.77831122315552,-0.617832668414381,0.559190782526667,-1.10486919262643,0.269216273255921,0.371508374086683,"DGUOK","1716","deoxyguanosine kinase"
"1329",822.36202802311,0.076745653266667,0.0694720104418955,1.10469889641174,0.269290081771723,0.371575435366694,"COX5B","1329","cytochrome c oxidase subunit 5B"
"6450",1.38367130617613,-1.77111817242159,1.60346984621367,-1.10455346360506,0.269353125167993,0.3716276314104,"SH3BGR","6450","SH3 domain binding glutamate rich protein"
"16389",6.26852525124436,-0.806212608194941,0.729981563006049,-1.10442872676808,0.269407205175566,0.371667452015117,NA,"16389",NA
"5379",5.35634378228025,-0.862072022460953,0.781020148083282,-1.10377693146148,0.269689914059159,0.372019337452907,"PMS2P1","5379","PMS1 homolog 2, mismatch repair system component pseudogene 1"
"10161",140.034394173126,-0.166296733814655,0.150668727691447,-1.1037242854749,0.269712757544057,0.372019337452907,"LPAR6","10161","lysophosphatidic acid receptor 6"
"4885",9186.38649981061,0.0595123680642393,0.0539333541992284,1.10344273868824,0.269834945319276,0.372020948727193,"NPTX2","4885","neuronal pentraxin 2"
"2060",0.588022045132604,2.6134733541566,2.36849778669915,1.10343077744601,0.26984013718915,0.372020948727193,"EPS15","2060","epidermal growth factor receptor pathway substrate 15"
"2630",0.588022045132604,2.6134733541566,2.36849778669915,1.10343077744601,0.26984013718915,0.372020948727193,"GBA1LP","2630","glucosylceramidase beta 1 like, pseudogene"
"3693",0.588022045132604,2.6134733541566,2.36849778669915,1.10343077744601,0.26984013718915,0.372020948727193,"ITGB5","3693","integrin subunit beta 5"
"15092",0.588022045132604,2.6134733541566,2.36849778669915,1.10343077744601,0.26984013718915,0.372020948727193,NA,"15092",NA
"14461",18.1294710779619,0.459671688953446,0.416918193694681,1.10254648491084,0.270224161025386,0.37246982224436,NA,"14461",NA
"5160",3507.60485727296,0.0516894212972317,0.0468820162021468,1.1025426268861,0.270225837279692,0.37246982224436,"PDHA1","5160","pyruvate dehydrogenase E1 subunit alpha 1"
"14602",49.1438699164772,0.290814277033713,0.263775569798114,1.1025064878309,0.270241539507324,0.37246982224436,NA,"14602",NA
"7562",478.786262112442,0.0973279122481607,0.0883128045715277,1.10208154661572,0.270426221140507,0.372689512546175,"ZNF708","7562","zinc finger protein 708"
"4593",575.560560386237,-0.091316573838044,0.0828762916428652,-1.10184193848284,0.270530394206907,0.372798218777128,"MUSK","4593","muscle associated receptor tyrosine kinase"
"1780",110.913336674728,-0.189244868688832,0.171790563748644,-1.10160223332014,0.270634636981516,0.372907000732384,"DYNC1I1","1780","dynein cytoplasmic 1 intermediate chain 1"
"6452",8.11318896368455,0.695078141479756,0.631172638942662,1.10124884792875,0.270788367126404,0.373083944536687,"SH3BP2","6452","SH3 domain binding protein 2"
"13255",69.567861645759,0.241023886650688,0.218924617726989,1.10094465004963,0.270920747583908,0.373231443063342,NA,"13255",NA
"16573",228.56260304918,-0.133850798756496,0.12159849526175,-1.10076032165014,0.27100098496434,0.373307086307547,NA,"16573",NA
"15297",1203.3840391386,0.0670949669455145,0.0609720646077004,1.10042143688605,0.271148542567178,0.37347544115468,NA,"15297",NA
"12835",13.7367152237475,0.525526451722921,0.477629806096654,1.10027985066027,0.271210208508799,0.37352546986288,NA,"12835",NA
"18590",270.403590750442,-0.124389322746803,0.113085274068814,-1.09996039511839,0.27134937828801,0.373682221753755,NA,"18590",NA
"18553",336.216020087232,0.1257235566982,0.114387216643431,1.09910495584579,0.271722288513232,0.37416080427058,NA,"18553",NA
"2664",172.033497588457,-0.165238026471268,0.150445718166359,-1.09832322571356,0.272063373579554,0.37459547830862,"GDI1","2664","GDP dissociation inhibitor 1"
"4924",338.118856636675,0.116303079603849,0.105946070062237,1.09775737349698,0.272310449421761,0.374900644892846,"NUCB1","4924","nucleobindin 1"
"8780",2.10993256904715,1.46160403269861,1.33186093819273,1.0974148957938,0.272460064753066,0.375071589233204,"RIOK3","8780","RIO kinase 3"
"3391",2.87122696040636,1.18517642414913,1.08017995352588,1.0972027580039,0.272552767799262,0.375164162867799,NA,"3391",NA
"7771",1.05666938907738,2.12693079800573,1.93991586685899,1.09640362983862,0.272902176175169,0.375610036652002,"ZNF112","7771","zinc finger protein 112"
"2735",43.2887670880862,-0.300100519574726,0.273768503805868,-1.09618351053096,0.272998474272284,0.375707490318883,"GLI1","2735","GLI family zinc finger 1"
"5873",7428.89115110813,0.0533574874114387,0.0486784826077982,1.09612059688342,0.273026002091392,0.375710291206623,"RAB27A","5873","RAB27A, member RAS oncogene family"
"136",4.15740417674339,-0.976775926017451,0.891322406776995,-1.09587273762078,0.273134471197516,0.375824464243207,"ADORA2B","136","adenosine A2b receptor"
"3356",10.5935082601008,-0.612476926869958,0.558966465284642,-1.09573107674369,0.27319647859855,0.375874692082285,"HTR2A","3356","5-hydroxytryptamine receptor 2A"
"10247",7.00196185624394,-0.735954420766147,0.671710793534443,-1.09564179681208,0.273235562904192,0.375893374972648,"RIDA","10247","reactive intermediate imine deaminase A"
"553",80.8534247558679,0.220095975213134,0.201202896772145,1.09390062839097,0.273998563141036,0.376907861076404,"AVPR1B","553","arginine vasopressin receptor 1B"
"12076",441.367870294669,0.100003646830603,0.0914403972208991,1.09364842968712,0.274109200141016,0.376994631339719,NA,"12076",NA
"1903",2.15625975710059,-1.36801946904557,1.25093669550123,-1.09359608201231,0.274132168357042,0.376994631339719,"S1PR3","1903","sphingosine-1-phosphate receptor 3"
"2106",150.949070180485,-0.165503355987453,0.151351355078078,-1.09350428942029,0.274172446712548,0.376994631339719,NA,"2106",NA
"218",0.56087316491117,-2.67490235690705,2.44626168783249,-1.09346533537757,0.274189540869212,0.376994631339719,"ALDH3A1","218","aldehyde dehydrogenase 3 family member A1"
"13037",0.56087316491117,-2.67490235690705,2.44626168783249,-1.09346533537757,0.274189540869212,0.376994631339719,NA,"13037",NA
"3508",272.659596265209,0.123476845692154,0.112969710441165,1.09300842863062,0.274390099078294,0.37723519404999,"IGHMBP2","3508","immunoglobulin mu DNA binding protein 2"
"10892",355.785869935308,0.110459906378646,0.101066005304797,1.09294817822787,0.274416553336031,0.377236373758645,"MALT1","10892","MALT1 paracaspase"
"15185",367.907394522145,0.108064573899097,0.0989423553511253,1.09219730534611,0.274746386652747,0.37765456505206,NA,"15185",NA
"2336",502.490618174653,0.092015936871153,0.0842774226136307,1.091821914073,0.274911384929782,0.377846124321098,NA,"2336",NA
"19457",1.39539252628891,-1.78532987364489,1.63627569787931,-1.09109355835252,0.275231717011318,0.378251123210817,NA,"19457",NA
"2085",5681.01215111927,0.049805406726822,0.0456762506637056,1.09040050361221,0.275536760116405,0.378635036885368,NA,"2085",NA
"8329",65.1815628941926,0.24072658294325,0.22085959537536,1.08995301985465,0.27573383942001,0.378870531919831,"H2AC13","8329","H2A clustered histone 13"
"1885",148.682845132145,-0.162798317065546,0.149371581838626,-1.08988815048786,0.275762416949088,0.378874475715079,NA,"1885",NA
"13629",46.6069507358579,-0.288027487337863,0.264361540030714,-1.08952114329641,0.275924136227494,0.379061327341612,NA,"13629",NA
"641",2098.55020409459,-0.054990653416749,0.0504896850962607,-1.08914629417686,0.2760893777655,0.379252982524741,"BLM","641","BLM RecQ like helicase"
"18914",2360.56544649185,-0.052570626269702,0.0482728868574803,-1.08903008897956,0.276140617211933,0.379288016446363,NA,"18914",NA
"2963",3.2738437543519,1.13647450681547,1.04388545420494,1.08869656362924,0.276287717686234,0.379454699772595,"GTF2F2","2963","general transcription factor IIF subunit 2"
"8377",0.584892584831822,2.60488466952662,2.39371327713149,1.08821916743855,0.276498364975769,0.379679907785322,"LOH1CR1","8377","loss of heterozygosity on chromosome 1, region 1"
"17404",3.30783878536349,-1.06859776886842,0.981979183836893,-1.08820816821502,0.276503219586095,0.379679907785322,NA,"17404",NA
"9273",2847.913755176,-0.0491943280087639,0.0452276316484187,-1.08770515315019,0.276725292089645,0.379949446135382,NA,"9273",NA
"14482",160.936892269156,-0.162646376224265,0.149633147312038,-1.08696755462271,0.277051148933008,0.380361419000901,NA,"14482",NA
"576",99.3150932919209,-0.202687153770961,0.186501976355686,-1.08678287346622,0.27713277842694,0.380438048477668,"ADGRB2","576","adhesion G protein-coupled receptor B2"
"11711",69.7078597781521,-0.241323266169244,0.222241214288652,-1.08586189533597,0.277540097475971,0.380945457992174,NA,"11711",NA
"120",341.694439198546,0.112623707100637,0.103721283352245,1.0858302506551,0.277554100143843,0.380945457992174,"ADD3","120","adducin 3"
"18996",46.2379067054978,-0.292357230671459,0.269311886991126,-1.08557120867484,0.277668743464055,0.381067319226487,NA,"18996",NA
"9363",0.992677763134235,2.04306384907278,1.88256901712357,1.08525309324087,0.277809574831097,0.381154115980331,"RAB33A","9363","RAB33A, member RAS oncogene family"
"11823",0.992677763134235,2.04306384907278,1.88256901712357,1.08525309324087,0.277809574831097,0.381154115980331,NA,"11823",NA
"15330",0.992677763134235,2.04306384907278,1.88256901712357,1.08525309324087,0.277809574831097,0.381154115980331,NA,"15330",NA
"8424",1.98787735953984,1.48471332013809,1.36837961559216,1.0850156661356,0.277914716743884,0.381262877722365,"BBOX1","8424","gamma-butyrobetaine hydroxylase 1"
"1459",196.45978779047,-0.139020003003116,0.128235485811649,-1.08409932027167,0.278320764204001,0.381784384106344,"CSNK2A2","1459","casein kinase 2 alpha 2"
"17836",76.2151366621255,0.221818693357712,0.204623265293715,1.08403456977052,0.278349471448628,0.381788228032562,NA,"17836",NA
"14274",609.877072794369,-0.0846345225054236,0.0780810314124232,-1.08393192270201,0.27839498433002,0.381815119956805,NA,"14274",NA
"63",435.476343889853,-0.0980653785974381,0.0905104466725349,-1.08347027556097,0.278599737549802,0.382060382619241,"ACTBP3","63","ACTB pseudogene 3"
"8376",119.346834237324,0.182297882946324,0.168325154046529,1.08301034375369,0.278803831840856,0.382304696098859,NA,"8376",NA
"19655",124.72470482325,0.172660975154009,0.159524700923801,1.08234633354043,0.279098665104572,0.382673376715154,NA,"19655",NA
"19694",1.96879510937374,1.42760873177409,1.32018695299807,1.08136861111381,0.279533178455489,0.383233486890883,NA,"19694",NA
"10085",3.57259931062719,1.07758911592189,0.99667279615908,1.08118644360982,0.27961418700652,0.383308891089396,"EDIL3","10085","EGF like and discoidin domains 3"
"5935",0.993617887638223,2.12836173931653,1.96912445570158,1.0808670488825,0.279756258010776,0.383467980893119,"RBM3","5935","RNA binding motif protein 3"
"8809",1364.3485706277,-0.063178029944047,0.0584841472776089,-1.08025905967574,0.280026835229066,0.383803170985398,"IL18R1","8809","interleukin 18 receptor 1"
"981",325.852884038687,-0.114739534571813,0.106266651352832,-1.07973228770378,0.280261411570752,0.384088960733657,NA,"981",NA
"15318",0.967012622471048,2.04314778584485,1.89347581981388,1.07904614596329,0.280567156850156,0.384472222934226,NA,"15318",NA
"15771",35.8059446536496,0.31627956486296,0.293206170623976,1.07869341286331,0.280724423115743,0.38465196614725,NA,"15771",NA
"2501",525.949248119866,0.0901266665767896,0.0835822163364407,1.07829955374724,0.280900096164182,0.384856894791086,"FTH1P8","2501","ferritin heavy chain 1 pseudogene 8"
"9953",1115.37816602556,0.0657134930662398,0.0609587009052823,1.07800022130303,0.281033657373197,0.385004093917659,"HS3ST3B1","9953","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"18662",10.81641324133,0.578162802014672,0.53650510269472,1.07764641773343,0.281191579013909,0.385158156866401,NA,"18662",NA
"18263",155.27322387296,0.156644638165888,0.145360157955736,1.07763117740687,0.281198382947651,0.385158156866401,NA,"18263",NA
"16025",19.1738414614681,0.459081709363611,0.426069284178871,1.07748135434912,0.281265276318864,0.385213980335231,NA,"16025",NA
"15914",717.392572189869,-0.0784149340874123,0.0727825525635212,-1.07738642470633,0.281307666330902,0.385236237352243,NA,"15914",NA
"2160",436.226616467677,0.0977158754562868,0.0907644266228246,1.07658781190068,0.281664451650317,0.385688998273936,"F11","2160","coagulation factor XI"
"12108",198.933096952853,-0.141940321578536,0.131903475148172,-1.0760923578328,0.281885953139092,0.385956445314376,NA,"12108",NA
"1040",2.42274218464566,1.27072767747949,1.18127980286323,1.07572115801815,0.282051981973406,0.386147896918165,"CDS1","1040","CDP-diacylglycerol synthase 1"
"13646",4.67150642306269,0.90285615258307,0.83935538818482,1.07565420475298,0.282081935632625,0.386153034307415,NA,"13646",NA
"9837",44.7149021183068,-0.283472111934555,0.263670575088243,-1.07509953220865,0.282330168893992,0.386456954505402,"GINS1","9837","GINS complex subunit 1"
"15985",198.959748031066,0.145248576859868,0.135142123133954,1.0747838904077,0.282471494548811,0.386540641776648,NA,"15985",NA
"86",3157.32757952669,-0.0522626741366114,0.0486267563682959,-1.07477195766004,0.282476838265282,0.386540641776648,"ACTL6A","86","actin like 6A"
"12957",10.8969639614543,-0.584074709314663,0.543458265222916,-1.07473700685201,0.282492490311182,0.386540641776648,NA,"12957",NA
"13809",273.031601749665,0.120037393032323,0.111690880472327,1.07472868442525,0.282496217436306,0.386540641776648,NA,"13809",NA
"9222",1.44756496291014,1.69766153096574,1.58008424655029,1.07441203510012,0.282638050796772,0.386698811051135,NA,"9222",NA
"18013",2.6303878820907,-1.23695847221934,1.15209947950406,-1.07365595959804,0.282976906844407,0.387056534047812,NA,"18013",NA
"14438",6.09397859239153,-0.786300369000133,0.732361034023169,-1.07365129010299,0.282979000462125,0.387056534047812,NA,"14438",NA
"4977",0.97014208277183,2.04942470634694,1.90893779517787,1.07359428448845,0.283004560381274,0.387056534047812,"OPA2","4977","optic atrophy 2 (obscure)"
"8776",0.97014208277183,2.04942470634694,1.90893779517787,1.07359428448845,0.283004560381274,0.387056534047812,"MTMR1","8776","myotubularin related protein 1"
"10553",1.466809198024,1.7152487359437,1.59779802172189,1.0735078605838,0.283043313723629,0.387073615816911,"HTATIP2","10553","HIV-1 Tat interactive protein 2"
"19007",0.916387937383223,-2.17174903420817,2.02420686003845,-1.07288888160715,0.283320975179409,0.387385406937688,NA,"19007",NA
"9279",2.5839340646799,-1.26611063685425,1.18010195683078,-1.0728824145453,0.283323877146244,0.387385406937688,NA,"9279",NA
"11682",23.1215450202968,-0.401726494696793,0.374998733202473,-1.07127427142504,0.284046124826575,0.388336900528207,NA,"11682",NA
"18733",1.9299589662735,-1.49865110837707,1.39997841934118,-1.07048157862484,0.284402596451503,0.388788189082854,NA,"18733",NA
"14113",736.864501229309,0.0801734055462817,0.0749326419899003,1.06993966070338,0.28464646950503,0.389085482059463,NA,"14113",NA
"3971",75.4492899692426,0.229660340519724,0.214669263386206,1.06983336550863,0.284694320894315,0.389114801200075,NA,"3971",NA
"16627",5.3264349098278,0.852280193262033,0.796710118296253,1.06974942791566,0.284732111306067,0.389130365024928,NA,"16627",NA
"8461",0.929626261695081,2.04327260916422,1.91019496203542,1.06966704958063,0.284769203007637,0.389144971156844,NA,"8461",NA
"9771",20.5746410160423,0.42530123077552,0.397651008795817,1.06953389119629,0.284829165866031,0.38919082574945,"RAPGEF5","9771","Rap guanine nucleotide exchange factor 5"
"14090",349.125211708276,-0.104866493001262,0.0980605850222391,-1.06940513334159,0.284887155233469,0.389233975510417,NA,"14090",NA
"19542",1.34628494540016,-1.73658343172324,1.62416307822066,-1.06921740495773,0.28497171778403,0.389313420161386,NA,"19542",NA
"16312",0.973433528020376,2.01996231448275,1.88950768540487,1.06904159749418,0.285050925929586,0.389385535855987,NA,"16312",NA
"8139",11.1988067178764,0.577831032729417,0.540597135347584,1.06887549886459,0.285125773542947,0.389451682157178,"GAN","8139","gigaxonin"
"2695",642.707468560855,-0.0841135784647264,0.0787445132125318,-1.06818335694963,0.285437810644212,0.389841761956668,"GIP","2695","gastric inhibitory polypeptide"
"7757",832.622956368872,-0.0822506270576563,0.0770112197017022,-1.06803433806462,0.285505022753926,0.389897426366508,"ZNF208","7757","zinc finger protein 208"
"3828",1989.50259201251,0.0584496344757334,0.0547443103810177,1.06768418615427,0.285662994159004,0.3900770136121,NA,"3828",NA
"7602",897.59275009091,0.0727593274636897,0.0681666755519215,1.06737385789439,0.285803048455781,0.390232103774439,NA,"7602",NA
"18598",1388.39030473645,0.0647192219197422,0.0607286074786309,1.0657122665379,0.286553730872674,0.3912208323855,NA,"18598",NA
"8770",160.681911444497,-0.15770674092148,0.148094653611284,-1.06490502577781,0.286918910498707,0.391683114387731,NA,"8770",NA
"5474",3.78397577966851,-0.979237984578289,0.919642576356343,-1.06480279377458,0.286965180623256,0.39170999648287,NA,"5474",NA
"17982",1468.13201862325,0.0606634920549007,0.0569811065593753,1.06462467505239,0.287045809050765,0.391718088805861,NA,"17982",NA
"997",1915.13337989538,-0.0564823546246449,0.0530555753924564,-1.06458848493943,0.2870621929815,0.391718088805861,"CDC34","997","cell division cycle 34, ubiquitin conjugating enzyme"
"17732",2672.27843053532,0.05261818756039,0.0494282092816123,1.06453760565355,0.287085228038947,0.391718088805861,NA,"17732",NA
"9361",1.45069442321092,1.70365300720147,1.60040638861371,1.06451275083774,0.287096481247004,0.391718088805861,"LONP1","9361","lon peptidase 1, mitochondrial"
"2820",4.03388562451865,0.948169121407644,0.890721053304849,1.06449613814521,0.287104002936688,0.391718088805861,"GPD2","2820","glycerol-3-phosphate dehydrogenase 2"
"2850",0.932755721995863,2.04955932706345,1.92580914435483,1.06425879899437,0.287211476950276,0.391769378244513,"GPR27","2850","G protein-coupled receptor 27"
"4120",0.932755721995863,2.04955932706345,1.92580914435483,1.06425879899437,0.287211476950276,0.391769378244513,NA,"4120",NA
"17971",7.29824302499559,0.694615880087639,0.652689080168089,1.06423701758386,0.287221341561403,0.391769378244513,NA,"17971",NA
"5468",253.361027888763,0.133188826668197,0.125238359378622,1.06348268477024,0.287563113417491,0.392199256482231,"PPARG","5468","peroxisome proliferator activated receptor gamma"
"12913",1215.8842969774,-0.0677385317160785,0.0637059100021425,-1.06330059038165,0.287645657536922,0.392275534447964,NA,"12913",NA
"1829",433.357591478765,0.0982523729961625,0.0924457942691099,1.06281063160266,0.287867837188437,0.392537509487445,"DSG2","1829","desmoglein 2"
"8914",2.18393376707868,-1.32166853343004,1.24361957849093,-1.06275950965151,0.28789102592277,0.392537509487445,"TIMELESS","8914","timeless circadian regulator"
"2258",118.161690235313,-0.175505214272618,0.165221476243033,-1.06224213863371,0.288125774463374,0.392821245517225,"FGF13","2258","fibroblast growth factor 13"
"10488",67.4410487283437,-0.23197426332145,0.218416479483014,-1.06207308107212,0.288202509508175,0.392889518558087,"CREB3","10488","cAMP responsive element binding protein 3"
"15808",24.4284208904486,0.393075658882779,0.370309500730182,1.06147873092023,0.288472393778566,0.393221063587541,NA,"15808",NA
"9342",525.070625020113,-0.0957514615316838,0.0902892719063755,-1.06049655191563,0.288918757814107,0.393793087271275,"SNAP29","9342","synaptosome associated protein 29"
"2578",657.665363567422,0.0799496287132407,0.0754275064201314,1.05995322539129,0.289165879461455,0.394093465091818,"GAGE6","2578","G antigen 6"
"5756",8.86442332760989,-0.631439460248623,0.596000752246453,-1.05946084441772,0.289389952463795,0.39432716547162,"TWF1","5756","twinfilin actin binding protein 1"
"5610",39.1223221674638,0.307934024263405,0.290652184898438,1.05945883176831,0.289390868621322,0.39432716547162,"EIF2AK2","5610","eukaryotic translation initiation factor 2 alpha kinase 2"
"7347",1760.73629253905,0.0605603930312077,0.0571907449058154,1.05891946556985,0.28963645839718,0.394625323459151,"UCHL3","7347","ubiquitin C-terminal hydrolase L3"
"16751",156.716541673867,-0.15201295871723,0.143593216920038,-1.05863606915277,0.289765553601738,0.394764718892809,NA,"16751",NA
"16319",312.489414654969,-0.110360624122551,0.104265281703562,-1.05845994293977,0.289845803666122,0.394837550090702,NA,"16319",NA
"19231",197.470801338207,-0.135634547265981,0.128253755204367,-1.05754835053252,0.290261400330241,0.395332224382785,NA,"19231",NA
